taxon_name,threatened,native,rl_cat,seedmass,dispersal_mode,dispersal_distance,germination_freq_mean,termvel_mean,most_frequent_seed_str,most_frequent_diaspore_type,most_frequent_seedbank_type,mean_seedbank_index
Taraxacum leucopodum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum lucidum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum lundense,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum macranthoides,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum maculatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum oblongatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum obnubilum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum obtusifrons,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ochrochlorum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ohlsenii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ostenfeldii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum ottonis,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum oxyrhinum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum pannucium,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum pectinatiforme,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum piceatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum pittochromatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum planum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum polyodon,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum praecox,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum praeradians,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum praestabile,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum prasinum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum pseudohabile,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum pulchrifolium,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum quadrangulum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum retroflexum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum rhamphodes,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum rubrisquameum,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum rutilum,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum saxonicum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum sellandii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum semiglobosum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum sertatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum sinuatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum speciosiflorum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taraxacum subborgvallii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum sublaeticolor,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum subsaxenii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum subundulatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum subxanthostigma,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum undulatiflorum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum urbicola,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum valens,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum violaceifrons,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum copidophyllum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum porrigentilobatum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum subalpinum,no,native,V,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Taxus baccata,no,native,V,243.3088,Endozoochory,6,NA,NA,No appendages,germinule,transient,0
Teesdalia nudicaulis,no,native,*,0.285482828272727,Local non-specific dispersal,1,80,2.4631818181818184,No appendages,generative dispersule,short-term persistent,0.38235294117647056
Telekia speciosa,no,established non-native,nb,0.5992,Anemochory,3,NA,NA,NA,NA,NA,NA
Tellima grandiflora,no,established non-native,nb,NA,NA,NA,50,NA,NA,NA,NA,NA
Tephroseris crispa,yes,native,3,0.496,Anemochory,5,NA,NA,NA,NA,NA,NA
Tephroseris integrifolia,yes,native,2,0.560466666666666,Anemochory,5,NA,NA,NA,NA,NA,NA
Tephroseris palustris,no,native,V,0.29,Anemochory,5,NA,NA,NA,NA,NA,NA
Tephroseris helenitis,no,native,R,0.7824,Anemochory,5,NA,NA,NA,NA,NA,NA
Teucrium botrys,no,native,V,1.10553333333333,Local non-specific dispersal,1,93,NA,No appendages,generative dispersule,long-term persistent,1
Teucrium chamaedrys,no,native,*,6.34335555555556,Local non-specific dispersal,1,94.5,3.82,No appendages,generative dispersule,transient,0.1
Teucrium montanum,no,native,V,0.854933333333333,Local non-specific dispersal,1,NA,2.8,No appendages,generative dispersule,transient,0
Teucrium scordium,yes,native,2,0.44751,Local non-specific dispersal,2,80.66666666666667,NA,NA,NA,NA,NA
Teucrium scorodonia,no,native,*,0.903779487179487,Local non-specific dispersal,2,99,3.84,No appendages,generative dispersule,transient,0.28
Thalictrum aquilegiifolium,no,native,*,2.3546,Local non-specific dispersal,2,NA,NA,Elongated appendages,generative dispersule,transient,0
Thalictrum flavum,no,native,V,1.51104333333333,Local non-specific dispersal,2,100,2.7236363636363636,Elongated appendages,generative dispersule,transient,0.0375
Thalictrum lucidum,yes,native,3,0.636,Local non-specific dispersal,2,NA,2.907,Elongated appendages,generative dispersule,NA,NA
Thalictrum minus,no,native,V,1.96248482894736,Local non-specific dispersal,2,NA,2.535833333333333,Elongated appendages,generative dispersule,transient,0
Thalictrum simplex,yes,native,2,1.25296666666666,Local non-specific dispersal,2,NA,NA,Elongated appendages,generative dispersule,NA,NA
Thelypteris limbosperma,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Thelypteris palustris,no,native,V,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Thesium alpinum,yes,native,3,3.20473333333333,Myrmecochory,3,NA,2.86,Nutrient containing structures,generative dispersule,NA,NA
Thesium bavarum,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thesium ebracteatum,yes,native,1,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Thesium linophyllon,yes,native,3,4.7677,Myrmecochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Thesium pyrenaicum,yes,native,3,4.011771925,Myrmecochory,3,NA,2.64,Nutrient containing structures,generative dispersule,NA,NA
Thesium rostratum,yes,native,3,NA,Myrmecochory,3,NA,NA,Nutrient containing structures,generative dispersule,NA,NA
Mummenhoffia alliacea,yes,native,3,0.8489,Local non-specific dispersal,2,NA,2.24,No appendages,generative dispersule,NA,NA
Thlaspi arvense,no,native,*,1.15402951851851,Local non-specific dispersal,2,100,3.52,No appendages,generative dispersule,short-term persistent,0.6285714285714286
Thymelaea passerina,yes,native,2,1.39336666666666,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Thymus alpestris,no,native,R,0.1484,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Thymus pulegioides,no,native,*,0.141224197518518,Local non-specific dispersal,1,100,2.3236363636363637,No appendages,generative dispersule,transient,0.2727272727272727
Thymus pannonicus,no,established non-native,nb,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Thymus praecox,no,native,*,0.201266666666666,Local non-specific dispersal,1,100,2.96,NA,NA,transient,0.038461538461538464
Thymus serpyllum,no,native,V,0.156133333333333,Local non-specific dispersal,1,85,2.539090909090909,No appendages,generative dispersule,transient,0
Tilia cordata,no,native,*,42.825,Anemochory,4,NA,1.33,Balloon structures,generative dispersule,transient,0.08333333333333333
Tilia platyphyllos,no,native,*,139.346666666666,Anemochory,4,NA,1.7,Balloon structures,generative dispersule,NA,NA
Tofieldia calyculata,yes,native,3,0.0369630741111111,Local non-specific dispersal,1,100,NA,No appendages,generative dispersule,transient,0
Tofieldia pusilla,no,native,R,0.0301999999999999,Local non-specific dispersal,1,100,NA,No appendages,generative dispersule,NA,NA
Tordylium maximum,yes,native,1,3.37596666666666,Local non-specific dispersal,2,88,NA,No appendages,generative dispersule,NA,NA
Torilis arvensis,no,native,*,1.81531122222222,Local non-specific dispersal,2,97.5,NA,Elongated appendages,generative dispersule,NA,NA
Torilis japonica,no,native,*,1.69261122222222,Epizoochory,6,94,3.6,Elongated appendages,generative dispersule,transient,0.3235294117647059
Torilis nodosa,no,established non-native,nb,1.59493333333333,Epizoochory,6,96,2.87,Elongated appendages,generative dispersule,transient,0
Tozzia alpina,no,native,*,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Tragopogon dubius,no,native,*,9.20266666666666,Anemochory,5,100,0.5545454545454546,NA,NA,short-term persistent,0.375
Tragopogon orientalis,no,native,V,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tragopogon pratensis,no,native,*,7.85406785714286,Anemochory,5,NA,0.72,No appendages,germinule,transient,0.061224489795918366
Tragus racemosus,no,established non-native,nb,1.24633333333333,Local non-specific dispersal,1,NA,NA,Elongated appendages,generative dispersule,NA,NA
Trapa natans,yes,native,2,1335.245,Epizoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Traunsteinera globosa,yes,native,3,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Trichomanes speciosum,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Trichophorum alpinum,yes,native,3,0.3191665,Anemochory,5,NA,NA,NA,NA,NA,NA
Trichophorum cespitosum,no,native,V,0.4915,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Trichophorum cespitosum subsp. germanicum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysimachia europaea,no,native,*,0.618194333333333,Local non-specific dispersal,1,NA,2.9945454545454546,NA,NA,transient,0.05555555555555555
Trifolium alpestre,no,native,V,2.62288888888889,Local non-specific dispersal,1,98,NA,Elongated appendages,generative dispersule,transient,0
Trifolium arvense,no,native,*,0.367259277777777,Local non-specific dispersal,1,99.2,1.4976923076923077,Balloon structures,generative dispersule,transient,0.39090909090909093
Trifolium aureum,no,native,V,0.403933333333333,Local non-specific dispersal,2,95,NA,Balloon structures,generative dispersule,long-term persistent,1
Trifolium badium,no,native,*,0.899033333333333,Local non-specific dispersal,1,99.33333333333333,1.76,NA,NA,NA,NA
Trifolium campestre,no,native,*,0.364984047619047,Local non-specific dispersal,1,99.66666666666667,2.941818181818182,Elongated appendages,generative dispersule,transient,0.1554054054054054
Trifolium dubium,no,native,*,0.434054891304348,Local non-specific dispersal,1,100,1.9768181818181818,Elongated appendages,generative dispersule,transient,0.22988505747126436
Trifolium micranthum,no,native,R,0.3348,Local non-specific dispersal,1,100,NA,NA,NA,NA,NA
Trifolium fragiferum,no,native,V,1.46103433333333,Local non-specific dispersal,1,100,2.6386363636363637,Elongated appendages,generative dispersule,transient,0
Trifolium hybridum,no,established non-native,nb,0.833250111083333,Local non-specific dispersal,2,96,3.2736363636363635,Balloon structures,generative dispersule,transient,0.36764705882352944
Trifolium medium,no,native,*,1.97913333333333,Local non-specific dispersal,2,96.33333333333333,4.38,No appendages,generative dispersule,transient,0
Trifolium montanum,no,native,V,1.23340476190476,Local non-specific dispersal,2,100,2.994705882352941,Balloon structures,generative dispersule,short-term persistent,0.5
Trifolium ochroleucon,yes,native,2,2.4268,Local non-specific dispersal,2,96.66666666666667,2.42,No appendages,germinule,NA,NA
Trifolium ornithopodioides,yes,native,1,0.597148333333333,Local non-specific dispersal,1,98,NA,NA,NA,NA,NA
Trifolium pratense,no,native,*,1.60258551388889,Local non-specific dispersal,2,87.44444444444444,3.475294117647059,No appendages,generative dispersule,transient,0.18201754385964913
Trifolium repens,no,native,*,0.653949888866666,Local non-specific dispersal,1,92,2.847,Elongated appendages,generative dispersule,transient,0.2796875
Trifolium retusum,yes,native,1,0.2987,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Trifolium rubens,yes,native,3,2.13666666666666,Local non-specific dispersal,2,99.33333333333333,1.38,Elongated appendages,generative dispersule,NA,NA
Trifolium scabrum,yes,native,1,0.754210833333333,Local non-specific dispersal,1,98.8,NA,NA,NA,NA,NA
Trifolium spadiceum,yes,native,2,0.772,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Trifolium striatum,yes,native,3,1.63750666666666,Local non-specific dispersal,1,98.5,3.0228,No appendages,generative dispersule,transient,0.25
Trifolium thalii,no,native,*,1.17439999999999,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Triglochin maritima,no,native,V,0.787777777777777,Anemochory,5,90.5,2.1654545454545455,Elongated appendages,generative dispersule,short-term persistent,0.28
Triglochin palustris,yes,native,3,1.3367619047619,Anemochory,5,80,1.6782608695652173,NA,NA,transient,0
Trinia glauca,yes,native,2,1.74005454545454,Local non-specific dispersal,2,92.5,3.51,NA,NA,NA,NA
Tripleurospermum maritimum,no,native,*,0.399511222222222,Myrmecochory,3,100,NA,NA,NA,NA,NA
Tripleurospermum inodorum,no,native,*,0.33825,Myrmecochory,3,86.5,NA,NA,NA,NA,NA
Tripolium pannonicum,no,native,*,0.910182692307692,Anemochory,5,98.5,NA,NA,NA,NA,NA
Acrospelion distichophyllum,no,native,*,0.403699999999999,Local non-specific dispersal,1,NA,1.5851,Elongated appendages,generative dispersule,NA,NA
Trisetum flavescens,no,native,*,0.3378125,Local non-specific dispersal,2,100,1.25,Elongated appendages,generative dispersule,transient,0.008
Koeleria spicata,no,native,R,0.417,Local non-specific dispersal,1,NA,NA,Balloon structures,generative dispersule,transient,0
Trollius europaeus,yes,native,3,0.964874358974359,Myrmecochory,3,95,3.1958333333333333,No appendages,generative dispersule,transient,0.18181818181818182
Tuberaria guttata,yes,native,1,0.285,Local non-specific dispersal,1,100,NA,NA,NA,short-term persistent,0.25
Tulipa sylvestris,yes,established non-native,3,6.76988333333333,Local non-specific dispersal,2,NA,NA,Flat appendages,generative dispersule,NA,NA
Turgenia latifolia,yes,native,1,32.895,Local non-specific dispersal,2,75,2.66,Elongated appendages,generative dispersule,NA,NA
Turritis glabra,no,native,*,0.0685363636363636,Local non-specific dispersal,2,96,NA,NA,NA,NA,NA
Tussilago farfara,no,native,*,0.269855444444444,Anemochory,5,97,0.21,Elongated appendages,generative dispersule,transient,0.01639344262295082
Typha angustifolia,no,native,*,0.106424999999999,Anemochory,5,85,0.14,Elongated appendages,generative dispersule,short-term persistent,0.6666666666666666
Typha latifolia,no,native,*,0.0660358974358974,Anemochory,5,97,0.11,Elongated appendages,generative dispersule,transient,0.4583333333333333
Typha minima,yes,native,0,0.0377,Anemochory,5,NA,NA,Elongated appendages,generative dispersule,NA,NA
Typha shuttleworthii,yes,native,2,0.09415,Anemochory,5,NA,0.14454545454545453,Elongated appendages,generative dispersule,NA,NA
Ulex europaeus,no,established non-native,nb,6.07566666666666,Myrmecochory,3,92,4.5,No appendages,generative dispersule,transient,0.3235294117647059
Ulmus glabra,no,native,*,10.444275,Anemochory,4,96,NA,Elongated appendages,generative dispersule,transient,0
Ulmus laevis,no,native,V,7.115,Anemochory,4,NA,NA,Elongated appendages,generative dispersule,NA,NA
Ulmus minor,no,native,*,5.9647,Anemochory,4,NA,NA,Elongated appendages,generative dispersule,transient,0
Urtica dioica,no,native,*,0.157045299145299,Local non-specific dispersal,2,100,2.44,Balloon structures,generative dispersule,short-term persistent,0.40789473684210525
Urtica dioica subsp. subinermis,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urtica kioviensis,no,native,*,0.1499,Epizoochory,6,NA,NA,Flat appendages,generative dispersule,NA,NA
Urtica urens,no,native,*,0.531066666666666,Local non-specific dispersal,1,100,3.06,Balloon structures,generative dispersule,short-term persistent,0.6578947368421053
Utricularia intermedia,yes,native,2,NA,Epizoochory,6,NA,NA,,vegetative dispersule,NA,NA
Utricularia ochroleuca,yes,native,1,NA,Epizoochory,6,NA,NA,,vegetative dispersule,NA,NA
Utricularia stygia,yes,native,2,NA,Epizoochory,6,NA,NA,NA,NA,NA,NA
Utricularia bremii,yes,native,2,NA,Epizoochory,6,NA,NA,,vegetative dispersule,NA,NA
Utricularia minor,yes,native,3,1.5,Epizoochory,6,NA,NA,,generative dispersule,transient,0
Utricularia australis,no,native,V,NA,Epizoochory,6,NA,NA,,vegetative dispersule,NA,NA
Utricularia vulgaris,yes,native,3,0.05866,Epizoochory,6,NA,NA,,generative dispersule,short-term persistent,0.3
Gypsophila vaccaria,yes,native,1,7.9135,Local non-specific dispersal,2,99,NA,No appendages,generative dispersule,short-term persistent,0.5
Vaccinium × atlanticum,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaccinium macrocarpon,no,established non-native,nb,0.794766666666666,Endozoochory,6,NA,NA,NA,NA,short-term persistent,0.3333333333333333
Vaccinium myrtillus,no,native,*,170.369303703703,Endozoochory,6,75,2.586666666666667,No appendages,generative dispersule,transient,0.047058823529411764
Vaccinium oxycoccos,yes,native,3,13.4830357142857,Endozoochory,6,90,NA,Elongated appendages,germinule,transient,0
Vaccinium uliginosum subsp. uliginosum,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaccinium uliginosum,no,native,V,121.078693333333,Endozoochory,6,55,NA,No appendages,generative dispersule,transient,0.10714285714285714
Vaccinium vitis-idaea,no,native,*,67.8065944444444,Endozoochory,6,NA,2.6981818181818182,No appendages,generative dispersule,transient,0.01639344262295082
Valeriana dioica,no,native,*,0.63246,Local non-specific dispersal,2,68.5,0.98,Elongated appendages,germinule,transient,0.018518518518518517
Valeriana montana,no,native,*,1.182,Local non-specific dispersal,2,NA,NA,No appendages,germinule,NA,NA
Valeriana excelsa,no,native,*,0.761,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Valeriana officinalis,no,native,*,0.866033333333333,Local non-specific dispersal,2,75,0.56,No appendages,germinule,transient,0
Valeriana pratensis,no,native,*,0.81,Local non-specific dispersal,2,NA,NA,NA,NA,transient,0
Valeriana saxatilis,no,native,*,0.6,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Valeriana supina,no,native,*,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Valeriana tripteris,no,native,*,0.9235335,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Valeriana carinata,no,native,*,0.553999999999999,Local non-specific dispersal,1,78,1.93,NA,NA,transient,0.1111111111111111
Valeriana dentata,no,native,V,1.01333333333333,Local non-specific dispersal,1,100,2.2947,Flat appendages,generative dispersule,transient,0.25
Valeriana eriocarpa,no,established non-native,nb,0.706766666666666,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Valeriana locusta,no,native,*,1.25745,Local non-specific dispersal,1,50,NA,No appendages,generative dispersule,transient,0.046875
Valeriana rimosa,yes,native,3,1.2257,Local non-specific dispersal,1,76.5,NA,Balloon structures,generative dispersule,transient,0
Vallisneria spiralis,no,established non-native,nb,NA,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Ventenata dubia,yes,native,2,NA,Local non-specific dispersal,2,NA,NA,Balloon structures,generative dispersule,NA,NA
Veratrum album,no,native,*,4.79249999999999,Local non-specific dispersal,2,NA,1.73,Balloon structures,generative dispersule,NA,NA
Veratrum lobelianum,no,native,*,2.738,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Verbascum blattaria,yes,native,3,0.111933222222222,Local non-specific dispersal,2,100,NA,No appendages,generative dispersule,long-term persistent,1
Verbascum densiflorum,no,native,*,0.102444333333333,Local non-specific dispersal,2,88,NA,NA,NA,short-term persistent,0.4375
Verbascum lychnitis,no,native,*,0.107444555533333,Local non-specific dispersal,2,100,2.090909090909091,No appendages,generative dispersule,transient,0.4
Verbascum nigrum,no,native,*,0.114126666666666,Local non-specific dispersal,2,100,2.045,No appendages,generative dispersule,short-term persistent,0.4
Verbascum phlomoides,no,native,*,0.153922222222222,Local non-specific dispersal,2,86.33333333333333,NA,No appendages,generative dispersule,short-term persistent,0.3333333333333333
Verbascum phoeniceum,yes,native,2,0.108966666666666,Local non-specific dispersal,2,100,NA,No appendages,generative dispersule,transient,0
Verbascum pulverulentum,yes,native,3,0.151709,Local non-specific dispersal,2,96.66666666666667,NA,NA,NA,NA,NA
Verbascum thapsus,no,native,*,0.118477777777777,Local non-specific dispersal,2,97,1.9,No appendages,generative dispersule,long-term persistent,0.6
Verbena officinalis,no,native,*,0.347366666666666,Local non-specific dispersal,2,93.5,2.7,No appendages,generative dispersule,short-term persistent,0.25
Veronica acinifolia,yes,native,1,NA,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Veronica agrestis,no,native,*,0.273966666666666,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,short-term persistent,0.5714285714285714
Veronica alpina,no,native,*,0.06025,Local non-specific dispersal,1,100,NA,No appendages,generative dispersule,transient,0
Veronica anagallis-aquatica,no,native,*,0.0400165555555555,Local non-specific dispersal,2,NA,1.29,No appendages,generative dispersule,short-term persistent,0.3333333333333333
Veronica anagalloides,no,native,*,0.0305,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Veronica catenata,no,native,*,0.0360944444444444,Local non-specific dispersal,2,95,1.1790909090909092,No appendages,generative dispersule,short-term persistent,0.4166666666666667
Veronica aphylla,no,native,*,0.0722443333333333,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Veronica arvensis,no,native,*,0.116109809523809,Local non-specific dispersal,1,100,1.9695652173913043,No appendages,generative dispersule,transient,0.1950354609929078
Veronica austriaca,yes,native,2,0.306988833333333,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,transient,0.125
Veronica austriaca subsp. jacquinii,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica orsiniana,yes,native,2,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Veronica prostrata,yes,native,3,0.1939,Local non-specific dispersal,1,NA,2.11,No appendages,generative dispersule,short-term persistent,0.3333333333333333
Veronica satureiifolia,yes,native,2,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Veronica teucrium,no,native,V,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica beccabunga,no,native,*,0.181644444444444,Local non-specific dispersal,2,100,1.4166666666666667,No appendages,generative dispersule,short-term persistent,0.4090909090909091
Veronica bellidioides,no,native,R,0.11,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Veronica chamaedrys,no,native,*,0.22771619047619,Local non-specific dispersal,1,95.2,2.1577272727272727,No appendages,generative dispersule,transient,0.319047619047619
Veronica filiformis,no,established non-native,nb,0.278,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Veronica fruticans,no,native,*,0.2724,Local non-specific dispersal,1,100,NA,No appendages,generative dispersule,NA,NA
Veronica fruticulosa,no,native,R,0.202111,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Veronica hederifolia,no,native,*,4.0042,Local non-specific dispersal,1,100,3.48,No appendages,generative dispersule,short-term persistent,0.4861111111111111
Veronica sublobata,no,native,*,3.882,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
