taxon_name,threatened,native,rl_cat,seedmass,dispersal_mode,dispersal_distance,germination_freq_mean,termvel_mean,most_frequent_seed_str,most_frequent_diaspore_type,most_frequent_seedbank_type,mean_seedbank_index
Crambe maritima,yes,native,3,76.0378666666666,Anemochory,4,96.33333333333333,NA,No appendages,generative dispersule,NA,NA
Crassula aquatica,yes,native,0,NA,Epizoochory,6,NA,NA,NA,NA,NA,NA
Crassula helmsii,no,established non-native,nb,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Crassula tillaea,yes,native,2,0.01014,Epizoochory,6,92,NA,NA,NA,short-term persistent,0.5
Crataegus laevigata,no,native,*,280.9663,Endozoochory,6,NA,NA,Flat appendages,generative dispersule,transient,0.03571428571428571
Crataegus rhipidophylla var. lindmanii,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crataegus × macrocarpa,no,native,*,NA,Endozoochory,6,NA,NA,NA,NA,NA,NA
Crataegus monogyna,no,native,*,234.699429629629,Endozoochory,6,33,NA,Flat appendages,generative dispersule,transient,0.0136986301369863
Crataegus rhipidophylla,yes,native,2,238.17915115,Endozoochory,6,NA,NA,NA,NA,NA,NA
Crepis alpestris,yes,native,3,1.5726,Anemochory,5,NA,NA,NA,NA,NA,NA
Crepis aurea,no,native,*,0.649733333333333,Anemochory,5,NA,NA,NA,NA,NA,NA
Crepis biennis,no,native,*,1.10589999999999,Anemochory,5,100,0.6558333333333334,Elongated appendages,generative dispersule,transient,0
Crepis capillaris,no,native,*,0.268346388888889,Anemochory,5,97.5,0.36,Elongated appendages,generative dispersule,transient,0.04838709677419355
Crepis conyzifolia,yes,native,3,2.522,Anemochory,5,NA,NA,Elongated appendages,generative dispersule,NA,NA
Crepis foetida,no,native,V,0.613564285714285,Anemochory,5,94.5,2.21,NA,NA,short-term persistent,0.5
Crepis jacquinii,no,native,*,1.026,Anemochory,5,NA,NA,NA,NA,NA,NA
Crepis mollis,yes,native,3,0.689772727272727,Anemochory,5,77,0.54,NA,NA,transient,0
Crepis paludosa,no,native,*,0.6466,Anemochory,3,90,0.776,Elongated appendages,generative dispersule,transient,0
Crepis pontana,yes,native,3,7.6916,Anemochory,5,NA,NA,NA,NA,NA,NA
Crepis praemorsa,yes,native,2,0.27225,Anemochory,5,NA,1.3,NA,NA,transient,0
Crepis pulchra,no,native,*,0.3872,Anemochory,5,NA,NA,NA,NA,transient,0.25
Crepis pyrenaica,no,native,*,3.18325,Anemochory,5,NA,NA,Elongated appendages,generative dispersule,NA,NA
Crepis tectorum,no,native,*,0.2688,Anemochory,5,NA,NA,Elongated appendages,generative dispersule,transient,0.14285714285714285
Crepis terglouensis,no,native,*,NA,Anemochory,5,NA,0.78903,NA,NA,NA,NA
Crepis vesicaria,no,native,*,0.377723333333333,Anemochory,5,100,0.4,Elongated appendages,generative dispersule,transient,0
Crithmum maritimum,no,native,R,2.5326,Local non-specific dispersal,1,100,2.693636363636364,Elongated appendages,generative dispersule,NA,NA
Crocus tommasinianus,no,established non-native,*,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Crocus vernus,no,established non-native,*,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Cruciata laevipes,no,native,*,4.02946666666666,Local non-specific dispersal,2,NA,4.53,NA,NA,transient,0
Cruciata glabra subsp. glabra,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptogramma crispa,yes,native,2,0.0097097,Anemochory,5,NA,NA,NA,NA,NA,NA
Cuscuta campestris,no,established non-native,nb,0.7052,Local non-specific dispersal,2,NA,3.340909090909091,No appendages,generative dispersule,NA,NA
Cuscuta epilinum,yes,native,0,0.593333333333333,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Cuscuta epithymum,yes,native,3,0.308499888888889,Local non-specific dispersal,2,41,NA,No appendages,generative dispersule,long-term persistent,0.8333333333333334
Cuscuta europaea,no,native,*,0.4532875,Local non-specific dispersal,2,80.5,3.4754545454545456,No appendages,generative dispersule,NA,NA
Cuscuta gronovii,no,established non-native,nb,3.82283333333333,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Cuscuta lupuliformis,no,native,*,5.3,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Cyclamen purpurascens,yes,native,3,5.976,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Cymbalaria muralis,no,established non-native,nb,0.1515,Local non-specific dispersal,1,95,NA,NA,NA,transient,0
Cynodon dactylon,no,established non-native,nb,0.219625,Local non-specific dispersal,1,94,1.0736363636363637,Balloon structures,generative dispersule,short-term persistent,0.25
Cynoglossum germanicum,no,native,V,22.9855333333333,Epizoochory,6,83.75,NA,NA,NA,NA,NA
Cynoglossum officinale,no,native,V,29.5590476190476,Local non-specific dispersal,2,92,3.984545454545455,Other specialisation,germinule,transient,0.1111111111111111
Cynosurus cristatus,no,native,*,0.513492307692307,Epizoochory,6,97.75,2.3582608695652176,Balloon structures,generative dispersule,transient,0.010416666666666666
Cyperus esculentus,no,established non-native,nb,0.15,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Cyperus flavescens,yes,native,1,0.136883333333333,Local non-specific dispersal,1,NA,2.111818181818182,Elongated appendages,generative dispersule,NA,NA
Cyperus fuscus,yes,native,3,0.0570875,Local non-specific dispersal,1,93.25,1.3381818181818181,Balloon structures,generative dispersule,short-term persistent,0.6
Cyperus longus,yes,native,1,0.09685,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Cyperus michelianus,yes,native,1,0.0385999999999999,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Cypripedium calceolus,yes,native,3,0.0028936,Anemochory,3,NA,0.25,No appendages,generative dispersule,NA,NA
Cystopteris alpina,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cystopteris fragilis subsp. dickieana,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cystopteris fragilis,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Cystopteris montana,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Cystopteris sudetica,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Cytisus nigricans,yes,native,3,4.58888888888888,Myrmecochory,3,94,3.57,NA,NA,NA,NA
Cytisus scoparius,no,native,*,7.76403333333333,Myrmecochory,3,97.5,4.53,No appendages,generative dispersule,transient,0.05
Dactylis glomerata,no,native,*,0.873896388888889,Local non-specific dispersal,2,88.375,2.820263157894737,Elongated appendages,generative dispersule,transient,0.09171597633136094
Dactylis glomerata subsp. lobata,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactylorhiza incarnata,yes,native,3,0.0020321,Anemochory,5,NA,0.28,Balloon structures,generative dispersule,transient,0
Dactylorhiza incarnata subsp. ochroleuca,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactylorhiza maculata subsp. fuchsii,no,native,V,NA,Anemochory,3,93.33333333333333,NA,NA,NA,transient,0
Dactylorhiza maculata,yes,native,3,0.0032,Anemochory,3,NA,0.3,Balloon structures,generative dispersule,NA,NA
Dactylorhiza majalis,yes,native,3,0.0056941,Anemochory,5,73,0.275,Balloon structures,generative dispersule,transient,0
Dactylorhiza majalis subsp. praetermissa,no,native,V,0.00252,Anemochory,NA,65.33333333333333,NA,NA,NA,NA,NA
Dactylorhiza × kerneriorum nothosubsp. kerneriorum,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactylorhiza majalis subsp. sphagnicola,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactylorhiza majalis subsp. lapponica,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,transient,0
Dactylorhiza sambucina,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Danthonia alpina,yes,native,1,1.04,Local non-specific dispersal,2,NA,NA,Elongated appendages,generative dispersule,NA,NA
Danthonia decumbens,no,native,V,1.52915,Local non-specific dispersal,1,95,2.549166666666667,Balloon structures,generative dispersule,transient,0.14285714285714285
Daphne cneorum,yes,native,2,28.0961599999999,Endozoochory,6,NA,NA,NA,NA,NA,NA
Daphne laureola,no,native,R,80.8766666666666,Endozoochory,6,NA,NA,NA,NA,transient,0
Daphne mezereum,no,native,*,159.933333333333,Endozoochory,6,NA,NA,No appendages,germinule,NA,NA
Daphne striata,no,native,*,19.93,Endozoochory,6,NA,NA,NA,NA,NA,NA
Datura stramonium,no,established non-native,nb,8.67457777777777,Local non-specific dispersal,2,93.55555555555556,NA,No appendages,germinule,long-term persistent,0.6
Daucus carota,no,native,*,1.12966912568306,Local non-specific dispersal,2,98.66666666666667,2.017826086956522,Elongated appendages,generative dispersule,transient,0.21559633027522937
Deschampsia cespitosa,no,native,*,0.283259760236842,Local non-specific dispersal,2,95.42857142857143,2.2672222222222222,Elongated appendages,generative dispersule,transient,0.18322981366459629
Deschampsia cespitosa subsp. cespitosa,yes,native,1,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Deschampsia cespitosa subsp. paludosa,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avenella flexuosa,no,native,*,0.311971171162162,Local non-specific dispersal,2,91.66666666666667,NA,NA,NA,NA,NA
Deschampsia media,yes,native,1,0.231,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Deschampsia setacea,yes,native,2,0.135565,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Descurainia sophia,no,native,*,0.106466666666666,Local non-specific dispersal,2,97,3.59,No appendages,generative dispersule,long-term persistent,0.7142857142857143
Dianthus arenarius,yes,native,1,0.559033333333333,Local non-specific dispersal,1,100,NA,Flat appendages,generative dispersule,NA,NA
Dianthus armeria,no,native,*,0.293733333333333,Local non-specific dispersal,2,100,NA,Flat appendages,generative dispersule,NA,NA
Dianthus carthusianorum,no,native,V,0.88111111111111,Local non-specific dispersal,2,99.66666666666667,1.915,No appendages,germinule,transient,0
Dianthus giganteus,no,established non-native,*,1.206,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Dianthus deltoides,no,native,V,0.187617909090909,Local non-specific dispersal,1,100,2.34,Flat appendages,generative dispersule,transient,0.2
Dianthus gratianopolitanus,yes,native,3,1.05867333333333,Local non-specific dispersal,1,100,NA,Flat appendages,generative dispersule,NA,NA
Dianthus superbus,yes,native,3,0.562433333333333,Local non-specific dispersal,2,100,2.689090909090909,Flat appendages,generative dispersule,transient,0
Dianthus seguieri subsp. seguieri,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus sylvestris,no,native,R,0.782799999999999,Local non-specific dispersal,1,86.66666666666667,2.91,NA,NA,NA,NA
Dichoropetalum carvifolia,yes,native,3,2.228145833,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Dictamnus albus,yes,native,3,14.8419999999999,Local non-specific dispersal,2,66.5,4.7,No appendages,generative dispersule,NA,NA
Digitalis grandiflora,no,native,V,0.17345,Local non-specific dispersal,2,94.25,NA,NA,NA,NA,NA
Digitalis lutea,no,native,*,0.21675,Local non-specific dispersal,2,92.5,NA,No appendages,generative dispersule,transient,0
Digitalis purpurea,no,native,*,0.0750666666666666,Local non-specific dispersal,2,99.22222222222223,1.96,No appendages,generative dispersule,long-term persistent,0.5909090909090909
Digitaria ischaemum,no,native,*,0.614,Local non-specific dispersal,1,NA,1.3254545454545454,Balloon structures,generative dispersule,short-term persistent,0.4
Digitaria sanguinalis,no,native,*,0.556999999999999,Local non-specific dispersal,2,100,NA,Balloon structures,generative dispersule,short-term persistent,0.5526315789473685
Dioscorea communis,no,native,V,245.072,Endozoochory,6,NA,NA,NA,NA,NA,NA
Lycopodium alpinum,yes,native,2,0.001,Anemochory,5,NA,NA,NA,NA,NA,NA
Lycopodium complanatum,yes,native,2,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Lycopodium × issleri,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Lycopodium × oellgaardii,yes,native,1,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Lycopodium tristachyum,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Lycopodium × zeilleri,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Diplotaxis muralis,no,established non-native,nb,0.231444444444444,Local non-specific dispersal,2,NA,1.53,No appendages,generative dispersule,NA,NA
Diplotaxis tenuifolia,no,established non-native,nb,0.267866666666666,Local non-specific dispersal,2,87.5,NA,No appendages,generative dispersule,transient,0
Diplotaxis viminea,no,established non-native,nb,NA,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Dipsacus fullonum,no,native,*,2.7997619047619,Local non-specific dispersal,2,100,3.250909090909091,No appendages,generative dispersule,transient,0.05555555555555555
Dipsacus laciniatus,no,native,*,4.08219999999999,Local non-specific dispersal,2,95,2.56,NA,NA,NA,NA
Dipsacus pilosus,no,native,*,4.53618333333333,Local non-specific dispersal,2,NA,3.6236363636363635,Flat appendages,generative dispersule,NA,NA
Dipsacus strigosus,no,established non-native,nb,5.625,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Dittrichia graveolens,no,established non-native,nb,0.344,Anemochory,5,98.33333333333333,NA,NA,NA,NA,NA
Doronicum austriacum,no,native,*,1.0908,Anemochory,3,NA,NA,NA,NA,NA,NA
Doronicum columnae,no,native,R,0.544533333333333,Anemochory,3,NA,NA,NA,NA,NA,NA
Doronicum glaciale,no,native,R,0.595,Anemochory,5,NA,NA,NA,NA,NA,NA
Doronicum grandiflorum,no,native,*,1.11,Anemochory,5,NA,0.88786,NA,NA,NA,NA
Doronicum pardalianches,no,native,*,0.425,Anemochory,3,NA,NA,Elongated appendages,generative dispersule,NA,NA
Lotus germanicus,yes,native,3,NA,NA,NA,100,NA,NA,NA,NA,NA
Lotus hirsutus,no,established non-native,nb,4.595,Local non-specific dispersal,2,95,NA,NA,NA,NA,NA
Draba aizoides,yes,native,3,0.919961904761904,Local non-specific dispersal,1,100,NA,No appendages,generative dispersule,transient,0
Draba dubia,no,native,R,0.123066666666666,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Draba fladnizensis,no,native,R,0.1825,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Draba incana,no,native,R,0.125,Local non-specific dispersal,1,90.25,1.77,NA,NA,NA,NA
Draba muralis,no,native,*,0.1089958333125,Local non-specific dispersal,1,80,NA,NA,NA,NA,NA
Draba nemorosa,no,established non-native,nb,0.04,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Draba sauteri,no,native,R,0.224,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Draba siliquosa,no,native,R,0.1984,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Draba tomentosa,no,native,*,0.15,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Draba verna,no,native,*,0.0343361111111111,Local non-specific dispersal,1,90,NA,NA,NA,NA,NA
Dracocephalum ruyschiana,yes,native,0,2.39466666666666,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Drosera anglica,yes,native,2,0.027714285714285702,Local non-specific dispersal,1,83,NA,NA,NA,NA,NA
Drosera intermedia,yes,native,3,0.0294,Local non-specific dispersal,1,NA,1.2,No appendages,generative dispersule,short-term persistent,0.25
Drosera rotundifolia,yes,native,3,0.0192025641025641,Local non-specific dispersal,1,76,0.5095454545454545,No appendages,generative dispersule,short-term persistent,0.5
Dryas octopetala,no,native,*,0.684788888888889,Anemochory,5,90,0.98,Elongated appendages,generative dispersule,transient,0
Drymocallis rupestris,yes,native,3,0.30066,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Dryopteris carthusiana,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Dryopteris dilatata,no,native,*,0.001,Anemochory,3,NA,NA,NA,NA,NA,NA
Dryopteris expansa,no,native,*,NA,Anemochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Dryopteris cristata,yes,native,3,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Dryopteris pseudomas,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryopteris pseudodisjuncta,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Dryopteris filix-mas,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Dryopteris oreades,no,native,R,NA,Anemochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Dryopteris remota,no,native,*,NA,Anemochory,3,NA,NA,No appendages,generative dispersule,NA,NA
Dryopteris villarii,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Dysphania botrys,no,established non-native,nb,0.1925,Local non-specific dispersal,2,96.375,NA,NA,NA,NA,NA
Dysphania pumilio,no,established non-native,nb,0.057,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Echinochloa crus-galli,no,native,*,1.77723076923077,Epizoochory,6,80.71428571428571,3.17,Elongated appendages,generative dispersule,short-term persistent,0.48148148148148145
Echinochloa muricata,no,established non-native,nb,NA,Epizoochory,6,NA,NA,NA,NA,NA,NA
Echinocystis lobata,no,established non-native,nb,261.064,Endozoochory,6,NA,NA,NA,NA,NA,NA
Echinops bannaticus,no,established non-native,nb,12.6584,Epizoochory,6,NA,NA,NA,NA,NA,NA
Echinops exaltatus,no,established non-native,nb,41.141,Epizoochory,6,NA,NA,NA,NA,NA,NA
Echinops sphaerocephalus,no,established non-native,nb,21.2983,Epizoochory,6,100,1.62,No appendages,generative dispersule,NA,NA
Echium vulgare,no,native,*,2.76193811666666,Local non-specific dispersal,2,80.5,2.86,No appendages,generative dispersule,transient,0.19642857142857142
Elodea densa,no,established non-native,nb,NA,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Elaeagnus angustifolia,no,established non-native,nb,137.0555,Endozoochory,6,NA,NA,No appendages,germinule,NA,NA
Elatine alsinastrum,yes,native,2,NA,Epizoochory,6,NA,NA,NA,NA,transient,0
Elatine hexandra,yes,native,3,0.01925,Epizoochory,6,80,NA,NA,NA,NA,NA
Elatine hydropiper,yes,native,3,0.0538,Epizoochory,6,36,NA,No appendages,generative dispersule,NA,NA
Elatine triandra,yes,native,3,NA,Epizoochory,6,NA,NA,NA,NA,long-term persistent,1
Eleocharis acicularis,no,native,V,0.0965,Epizoochory,6,NA,3.523636363636364,Elongated appendages,generative dispersule,short-term persistent,0.25
Eleocharis multicaulis,yes,native,2,0.3358,Epizoochory,6,NA,2.7063636363636365,Elongated appendages,generative dispersule,short-term persistent,0.5
Eleocharis ovata,yes,native,3,0.114435555555555,Epizoochory,6,NA,1.6563636363636363,Elongated appendages,generative dispersule,NA,NA
Eleocharis palustris,no,native,*,0.817822222222223,Epizoochory,6,75,NA,Elongated appendages,generative dispersule,transient,0.13513513513513514
Eleocharis uniglumis,no,native,V,1.25225,Epizoochory,6,NA,3.20030303030303,Elongated appendages,generative dispersule,transient,0
Eleocharis palustris subsp. waltersii,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleocharis parvula,yes,native,2,NA,Epizoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Eleocharis quinqueflora,yes,native,2,1.00232857142857,Epizoochory,6,75,3.016363636363636,Elongated appendages,generative dispersule,NA,NA
Elodea callitrichoides,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elodea canadensis,no,established non-native,nb,NA,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Elodea nuttallii,no,established non-native,nb,NA,Hydrochory,NA,NA,NA,NA,NA,transient,0
Elymus repens subsp. arenosus,yes,native,2,2.74,Local non-specific dispersal,NA,NA,NA,NA,NA,NA,NA
Elymus pungens subsp. campestris,no,native,*,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Elymus caninus,no,native,*,4.24314444444444,Local non-specific dispersal,2,100,3.5470833333333336,Balloon structures,generative dispersule,short-term persistent,0.3333333333333333
× Thinoelymus drucei,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thinopyrum intermedium subsp. intermedium,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thinopyrum junceiforme,no,native,*,NA,NA,NA,90,NA,NA,NA,NA,NA
Thinopyrum obtusiflorum,no,established non-native,nb,NA,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Elymus repens,no,native,*,4.802625,Local non-specific dispersal,2,98,NA,NA,NA,NA,NA
Empetrum nigrum subsp. nigrum,no,native,*,23.576667,Endozoochory,6,NA,NA,NA,NA,NA,NA
Empetrum nigrum,no,native,V,3.43603214285714,Endozoochory,6,75,NA,No appendages,generative dispersule,transient,0
Epilobium alpestre,no,native,*,0.235666666666666,Anemochory,5,NA,NA,Elongated appendages,generative dispersule,NA,NA
Epilobium alsinifolium,no,native,*,0.10303160325,Anemochory,5,100,NA,Elongated appendages,generative dispersule,NA,NA
Epilobium anagallidifolium,yes,native,2,0.0649703125,Anemochory,5,100,0.19636363636363638,Elongated appendages,generative dispersule,transient,0
Epilobium angustifolium,no,native,*,0.130583333333333,Anemochory,5,100,0.07478260869565218,No appendages,germinule,transient,0.1744186046511628
Epilobium brachycarpum,no,established non-native,nb,0.222,Anemochory,5,89,NA,NA,NA,NA,NA
Epilobium ciliatum,no,established non-native,nb,0.074138888888888893,Anemochory,5,92.625,0.19956521739130434,Elongated appendages,generative dispersule,short-term persistent,0.6410256410256411
Epilobium collinum,no,native,V,0.0586,Anemochory,5,100,NA,Elongated appendages,generative dispersule,transient,0
Epilobium dodonaei,no,native,*,0.2741,Anemochory,5,NA,0.15,No appendages,germinule,NA,NA
Epilobium duriaei,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Epilobium fleischeri,yes,native,1,0.175433333333333,Anemochory,5,NA,0.138535,NA,NA,NA,NA
Epilobium hirsutum,no,native,*,0.117925925925925,Anemochory,5,100,0.18666666666666668,No appendages,germinule,short-term persistent,0.4
Epilobium lanceolatum,no,native,*,0.102925,Anemochory,5,90,NA,NA,NA,NA,NA
Epilobium montanum,no,native,*,0.134233333333333,Anemochory,3,90,0.18,Elongated appendages,generative dispersule,transient,0.3695652173913043
Epilobium nutans,yes,native,2,0.075,Anemochory,5,NA,NA,Elongated appendages,generative dispersule,NA,NA
Epilobium obscurum,no,native,V,0.0811,Anemochory,5,84,NA,Elongated appendages,generative dispersule,long-term persistent,0.625
Epilobium palustre,no,native,V,0.085725,Anemochory,5,94,0.1390909090909091,No appendages,germinule,transient,0.15
Epilobium parviflorum,no,native,*,0.0891703703333333,Anemochory,5,86.66666666666667,0.22,Elongated appendages,generative dispersule,transient,0.029411764705882353
Epilobium roseum,no,native,*,0.0827356666666666,Anemochory,5,65,0.1225,Elongated appendages,generative dispersule,transient,0
Epilobium tetragonum subsp. lamyi,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium tetragonum,no,native,*,0.100136666666666,Anemochory,5,94,0.14,Elongated appendages,generative dispersule,transient,0.3148148148148148
Epimedium alpinum,no,established non-native,nb,4.668,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Epipactis atrorubens,no,native,V,0.01,Anemochory,3,100,0.23,Balloon structures,generative dispersule,transient,0
Epipactis albensis,yes,native,1,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Epipactis bugacensis,no,native,R,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Epipactis helleborine,no,native,*,0.0051014,Anemochory,3,91.5,0.16272727272727272,Balloon structures,generative dispersule,transient,0
Epipactis leptochila,no,native,*,NA,Anemochory,3,90,NA,NA,NA,NA,NA
Epipactis leptochila subsp. neglecta,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epipactis muelleri,no,native,V,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Epipactis phyllanthes,yes,native,2,NA,Anemochory,3,90,NA,NA,NA,NA,NA
Epipactis microphylla,yes,native,3,0.0036929,Anemochory,3,NA,NA,NA,NA,NA,NA
Epipactis palustris,yes,native,3,0.003,Anemochory,5,95,0.19,Balloon structures,generative dispersule,transient,0
Epipactis purpurata,no,native,V,0.002462,Anemochory,3,NA,NA,NA,NA,NA,NA
Epipogium aphyllum,yes,native,2,0.00573,Anemochory,3,NA,0.42,NA,NA,NA,NA
Equisetum arvense,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Equisetum fluviatile,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Equisetum hyemale,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Equisetum × litorale,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum × meridionale,no,native,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum palustre,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Equisetum pratense,no,native,V,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Equisetum ramosissimum,yes,native,3,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Equisetum sylvaticum,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Equisetum telmateia,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Equisetum × trachyodon,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Equisetum variegatum,yes,native,2,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Eragrostis pilosa,no,established non-native,nb,0.0696666666666666,Local non-specific dispersal,1,85.5,NA,Balloon structures,generative dispersule,transient,0
Eragrostis cilianensis,no,established non-native,nb,0.08,Local non-specific dispersal,1,69.33333333333333,NA,Balloon structures,generative dispersule,NA,NA
Eragrostis minor,no,established non-native,nb,0.0833333333333333,Local non-specific dispersal,1,95,2.199090909090909,No appendages,generative dispersule,long-term persistent,1
Eragrostis multicaulis,no,established non-native,nb,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Eranthis hyemalis,no,established non-native,nb,5.3884,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,NA,NA
Erechtites hieraciifolius,no,established non-native,nb,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Erica carnea,no,native,V,0.133333333333333,Anemochory,3,NA,NA,NA,NA,NA,NA
Erica cinerea,yes,native,2,0.0795666666666666,Anemochory,5,95,1.58,No appendages,generative dispersule,short-term persistent,0.3181818181818182
Erica tetralix,no,native,V,0.0164644444333333,Anemochory,5,89,1.0093939393939393,No appendages,generative dispersule,transient,0.3148148148148148
Erigeron acris subsp. angulosus,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron muralis,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron alpinus,no,native,*,0.215524999999999,Anemochory,5,NA,0.67206,Elongated appendages,generative dispersule,NA,NA
Erigeron neglectus,no,native,R,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Erigeron annuus,no,established non-native,nb,0.03,Anemochory,5,NA,NA,NA,NA,transient,0.23076923076923078
Erigeron atticus,yes,native,1,0.2362,Anemochory,5,NA,NA,NA,NA,NA,NA
Erigeron canadensis,no,established non-native,nb,0.0485416666666666,Anemochory,5,100,NA,NA,NA,NA,NA
Erigeron glabratus,no,native,*,0.199,Anemochory,5,NA,NA,NA,NA,NA,NA
Erigeron schleicheri,no,native,R,0.332,Anemochory,5,NA,NA,NA,NA,NA,NA
Erigeron sumatrensis,no,established non-native,nb,0.0345,Anemochory,5,NA,NA,NA,NA,NA,NA
Erigeron uniflorus,no,native,*,0.190666666666666,Anemochory,5,NA,NA,NA,NA,NA,NA
