"taxon_name";"frequency";"ornamental";"crop";"wild";"cultivated";"native";"range";"trend";"threat_2018";"threat_1998";"PlantGrowthForm"
"Alchemilla aggregata";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla carniolica";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla compta";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla connivens";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"nb";NA
"Alchemilla coriacea";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Alchemilla crinita";NA;NA;NA;NA;NA;"native";"s";"?";"*";"*";NA
"Alchemilla cymatophylla";NA;NA;NA;NA;NA;"native";"es";"?";"R";"1";NA
"Alchemilla decumbens";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Alchemilla effusa";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Alchemilla filicaulis";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Alchemilla frigens";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla glabra";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Alchemilla glabricaulis";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla glomerulans";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"*";NA
"Alchemilla hirtipes";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla impexa";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Alchemilla lineata";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Alchemilla longituba";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla lunaria";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"1";NA
"Alchemilla micans";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Alchemilla monticola";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Alchemilla obscura";NA;NA;NA;NA;NA;"native";"es";"?";"R";"*";NA
"Alchemilla obtusa";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"*";NA
"Alchemilla propinqua";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Alchemilla racemulosa";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla reniformis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Alchemilla rubristipula";NA;NA;NA;NA;NA;"native";"es";"?";"R";"*";NA
"Alchemilla semisecta";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Alchemilla straminea";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Alchemilla strigosula";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"*";NA
"Alchemilla subcrenata";NA;NA;NA;NA;NA;"native";"mh";"?";"*";"*";NA
"Alchemilla subglobosa";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Alchemilla tenuis";NA;NA;NA;NA;NA;"native";"es";"?";"R";"*";NA
"Alchemilla tirolensis";NA;NA;NA;NA;NA;"native";"es";"?";"R";"*";NA
"Alchemilla undulata";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Alchemilla versipila";NA;NA;NA;NA;NA;"native";"es";"?";"R";"*";"shrub"
"Alchemilla xanthochlora";NA;NA;NA;NA;NA;"native";"h";"<";"*";"V";NA
"Aldrovanda vesiculosa";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"1";NA
"Alliaria petiolata";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Allium angulosum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Allium atropurpureum";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Allium lusitanicum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Allium oleraceum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Allium rotundum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Allium scorodoprasum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Allium strictum";NA;NA;NA;NA;NA;"native";"es";"<<";"2";"2";NA
"Allium suaveolens";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Allium vineale";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Alopecurus aequalis";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Alopecurus arundinaceus";NA;NA;NA;NA;NA;"native";"es";"<";"2";"1";NA
"Alopecurus bulbosus";NA;NA;NA;NA;NA;"native";"es";"<";"2";"2";NA
"Alopecurus geniculatus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Alopecurus myosuroides";NA;NA;NA;NA;NA;"native";"h";">";"*";"*";NA
"Alopecurus rendlei";NA;NA;NA;NA;NA;"native";"es";"<<<";"1";"2";NA
"Alyssum alyssoides";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"*";NA
"Amaranthus albus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Amaranthus blitoides";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Amaranthus blitum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Amaranthus deflexus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Amaranthus graecizans";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Amaranthus hybridus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Amaranthus powellii";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Amaranthus retroflexus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Ambrosia artemisiifolia";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Ambrosia psilostachya";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Ambrosia trifida";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Anarrhinum bellidifolium";NA;NA;NA;NA;NA;"native";"es";"<<";"2";"1";NA
"Anchusa arvensis";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Anchusa officinalis";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Androsace hausmannii";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Angelica sylvestris";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Anthemis arvensis";NA;NA;NA;NA;NA;"native";"h";"(<)";"V";"*";NA
"Anthemis cotula";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Anthemis ruthenica";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Anthoxanthum aristatum";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Anthoxanthum nipponicum";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Anthriscus caucalis";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Anthriscus nitida";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Anthriscus sylvestris";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Apera interrupta";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Apera spica-venti";NA;NA;NA;NA;NA;"native";"sh";">";"*";"*";NA
"Arabidopsis arenosa";NA;NA;NA;NA;NA;"native";"mh";">";"*";"*";NA
"Arabidopsis halleri";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Arabidopsis lyrata";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"*";NA
"Arabidopsis thaliana";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Arabis auriculata";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"3";NA
"Arabis stellulata";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Arabis caerulea";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Arabis ciliata";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Arabis collina";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Arabis hirsuta";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Arabis sagittata";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*";NA
"Arctium lappa";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Arctium minus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Arctium nemorosum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Arctium tomentosum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Aremonia agrimonoides";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"3";NA
"Arenaria ciliata";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Arenaria serpyllifolia";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Armeria arenaria";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"0";NA
"Arnoseris minima";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Artemisia austriaca";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"shrub"
"Artemisia biennis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Artemisia campestris";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Artemisia laciniata";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"0";NA
"Artemisia maritima";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Artemisia rupestris";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"1";NA
"Artemisia scoparia";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"*";NA
"Artemisia tournefortiana";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"shrub"
"Artemisia verlotiorum";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"shrub"
"Arum cylindraceum";NA;NA;NA;NA;NA;"native";"es";"=";"R";"kN";NA
"Asperugo procumbens";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"3";NA
"Asperula arvensis";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"0";NA
"Asplenium adiantum-nigrum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Asplenium cuneifolium";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Asplenium adulterinum";NA;NA;NA;NA;NA;"native";"es";"<<";"2";"2";NA
"Asplenium ceterach";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Asplenium fissum";NA;NA;NA;NA;NA;"native";"es";"=";"2";"R";NA
"Asplenium fontanum";NA;NA;NA;NA;NA;"native";"es";"?";"R";"R";NA
"Asplenium obovatum";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Asplenium ruta-muraria";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Asplenium scolopendrium";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Asplenium seelosii";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Asplenium septentrionale";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Asplenium trichomanes";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Asplenium viride";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";NA
"Astragalus alpinus";NA;NA;NA;NA;NA;"native";"es";"=";"1";"*";NA
"Astragalus arenarius";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Astragalus australis";NA;NA;NA;NA;NA;"native";"es";"=";"1";"*";NA
"Astragalus cicer";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"3";NA
"Astragalus danicus";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Astragalus exscapus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"3";NA
"Astragalus frigidus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Astragalus glycyphyllos";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Astragalus penduliflorus";NA;NA;NA;NA;NA;"native";"es";"=";"R";"*";NA
"Astrantia bavarica";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"*";NA
"Athyrium distentifolium";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Athyrium filix-femina";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Atocion rupestre";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Atriplex laciniata";NA;NA;NA;NA;NA;"native";"es";"<";"1";"1";NA
"Atriplex micrantha";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Atriplex × northusanum";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Atriplex oblongifolia";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Atriplex patula";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Atriplex pedunculata";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"3";NA
"Atriplex portulacoides";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";"shrub"
"Atriplex glabriuscula";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"*";NA
"Atriplex longipes";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Atriplex prostrata";NA;NA;NA;NA;NA;"native";"h";">";"*";"*";NA
"Atriplex rosea";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Atriplex sagittata";NA;NA;NA;NA;NA;"native";"h";">";"*";"*";NA
"Atriplex tatarica";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Avena fatua";NA;NA;NA;NA;NA;"native";"h";">";"*";"*";NA
"Avena × vilis";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Azolla filiculoides";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Ballota nigra";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Barbarea intermedia";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Barbarea stricta";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Barbarea vulgaris";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Bartsia alpina";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Bassia laniflora";NA;NA;NA;NA;NA;"native";"es";"<";"2";"1";NA
"Berberis vulgaris";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";"shrub"
"Berteroa incana";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Berula erecta";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Beta vulgaris";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"R";NA
"Betonica alopecuros";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Betula humilis";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";"shrub"
"Betula nana";NA;NA;NA;NA;NA;"native";"ss";"<<";"1";"2";"shrub"
"Bidens cernua";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Bidens connata";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Bidens frondosa";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Bidens radiata";NA;NA;NA;NA;NA;"native";"s";">";"*";"*";NA
"Bidens tripartita";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Bifora radians";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Blackstonia acuminata";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"3";NA
"Blechnum spicant";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Blysmus compressus";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Blysmus rufus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Bolboschoenus laticarpus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Bolboschoenus maritimus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Bolboschoenus planiculmis";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Bolboschoenus yagara";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb";NA
"Bothriochloa ischaemum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Botrychium lunaria";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Botrychium matricariifolium";NA;NA;NA;NA;NA;"native";"ss";"<<";"2";"2";NA
"Botrychium multifidum";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"1";NA
"Botrychium simplex";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"2";NA
"Botrychium virginianum";NA;NA;NA;NA;NA;"native";"es";"<";"1";"R";NA
"Brachypodium phoenicoides";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Brachypodium pinnatum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Bromus brachystachys";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"kN";NA
"Bromus hordeaceus";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Bromus lepidus";NA;NA;NA;NA;NA;"native";"?";"?";"D";"*";NA
"Bromus japonicus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Bromus commutatus";NA;NA;NA;NA;NA;"native";"mh";"?";"*";"*";NA
"Bromus racemosus";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Bromus benekenii";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Bromus ramosus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Bromus grossus";NA;NA;NA;NA;NA;"native";"ss";"<<";"2";"1";NA
"Bromus pseudosecalinus";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Bromus squarrosus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Bromus sterilis";NA;NA;NA;NA;NA;"native";"sh";">";"*";"*";NA
"Bromus tectorum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Buddleja davidii";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"shrub"
"Buglossoides arvensis";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Buglossoides incrassata";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Bunias orientalis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Bupleurum falcatum";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Bupleurum longifolium";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Bupleurum ranunculoides";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Bupleurum rotundifolium";NA;NA;NA;NA;NA;"native";"ss";"<<";"2";"1";NA
"Bupleurum tenuissimum";NA;NA;NA;NA;NA;"native";"ss";"<<";"2";"2";"shrub"
"Bupleurum virgatum";NA;NA;NA;NA;NA;"native";"es";"=";"1";"1";NA
"Cakile maritima";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Calamagrostis arundinacea";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Calamagrostis canescens";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Calamagrostis epigejos";NA;NA;NA;NA;NA;"native";"sh";">";"*";"*";NA
"Calamagrostis pseudophragmites";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Calamagrostis stricta";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Calamagrostis varia";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*";NA
"Calamagrostis villosa";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Caldesia parnassifolia";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"1";NA
"Calendula arvensis";NA;NA;NA;NA;NA;"native";"ss";"<<";"1";"2";NA
"Calepina irregularis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Callitriche hermaphroditica";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"G";NA
"Callitriche brutia";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"R";NA
"Callitriche cophocarpa";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Callitriche hamulata";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Callitriche obtusangula";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Callitriche palustris";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Callitriche platycarpa";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Callitriche stagnalis";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Callitriche × vigens";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Callitriche truncata";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Camelina alyssum";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"0";NA
"Camelina microcarpa";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Campanula bononiensis";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Campanula cervicaria";NA;NA;NA;NA;NA;"native";"ss";"<<<";"1";"1";NA
"Campanula rhomboidalis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Campanula baumgartenii";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"3";NA
"Campanula gentilis";NA;NA;NA;NA;NA;"native";"?";"?";"D";"*";NA
"Campanula sibirica";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"3";NA
"Capsella bursa-pastoris";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Cardamine amara";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Cardamine flexuosa";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Cardamine heptaphylla";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Cardamine hirsuta";NA;NA;NA;NA;NA;"native";"h";">";"*";"*";NA
"Cardamine impatiens";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Cardamine parviflora";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Cardamine resedifolia";NA;NA;NA;NA;NA;"native";"es";"=";"R";"*";NA
"Carduus acanthoides";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Carduus crispus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Carduus nutans";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Carduus personata";NA;NA;NA;NA;NA;"native";"s";"=";"V";"*";NA
"Carex acuta";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Carex randalpina";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Carex acutiformis";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Carex alba";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Carex appropinquata";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"2";NA
"Carex aquatilis";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"3";NA
"Carex arenaria";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Carex colchica";NA;NA;NA;NA;NA;"native";"s";"<";"V";"3";NA
"Carex pseudobrizoides";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Carex atherodes";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Carex atrata";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Carex parviflora";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Carex baldensis";NA;NA;NA;NA;NA;"native";"es";"<";"2";"R";NA
"Carex × beckmanniana";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Carex bigelowii";NA;NA;NA;NA;NA;"native";"es";"<";"2";"1";NA
"Carex binervis";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"3";NA
"Carex bohemica";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Carex × bolina";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Carex brachystachys";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Carex brizoides";NA;NA;NA;NA;NA;"native";"h";">";"*";"*";NA
"Carex buekii";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"*";NA
"Carex buxbaumii";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Carex hartmaniorum";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Carex brunnescens";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"*";NA
"Carex canescens";NA;NA;NA;NA;NA;"native";"h";"<";"*";"V";NA
"Carex capillaris";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Carex capitata";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"0";NA
"Carex caryophyllea";NA;NA;NA;NA;NA;"native";"h";"<<";"V";"V";NA
"Carex cespitosa";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Carex chordorrhiza";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Carex crawfordii";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Carex curvula";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"kN";NA
"Carex davalliana";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Carex depauperata";NA;NA;NA;NA;NA;"native";"es";"<";"1";"0";NA
"Carex diandra";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Carex digitata";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Carex dioica";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Carex distans";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Carex disticha";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Carex echinata";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Carex elongata";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Carex × elytroides";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Carex ericetorum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Carex extensa";NA;NA;NA;NA;NA;"native";"s";"=";"V";"3";NA
"Carex ferruginea";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Carex flacca";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Carex demissa";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Carex flava";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"V";NA
"Carex lepidocarpa";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Carex frigida";NA;NA;NA;NA;NA;"native";"es";"=";"R";"3";NA
"Carex fuliginosa";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Carex halleriana";NA;NA;NA;NA;NA;"native";"es";"=";"R";"3";NA
"Carex heleonastes";NA;NA;NA;NA;NA;"native";"ss";"<<";"1";"1";NA
